"Date","Price","Open","High","Low","Vol.","Change %"
"08/17/2022","5.66","5.39","5.67","5.37","11.89M","4.55%"
"08/16/2022","5.42","5.41","5.46","5.31","5.32M","0.00%"
"08/15/2022","5.42","5.28","5.48","5.26","13.27M","1.67%"
"08/12/2022","5.33","5.17","5.53","5.13","24.59M","14.16%"
"08/11/2022","4.67","4.86","4.95","4.55","4.48M","-3.86%"
"08/10/2022","4.85","4.69","4.94","4.64","5.58M","5.35%"
"08/09/2022","4.61","4.80","4.85","4.54","4.48M","-3.91%"
"08/08/2022","4.80","4.68","4.88","4.63","4.34M","2.97%"
"08/05/2022","4.66","4.73","4.77","4.60","3.28M","-1.87%"
"08/04/2022","4.75","4.49","4.76","4.45","5.81M","6.89%"
"08/03/2022","4.44","4.37","4.48","4.32","4.11M","2.04%"
"08/02/2022","4.35","4.44","4.44","4.31","2.90M","-0.23%"
"08/01/2022","4.36","4.23","4.43","4.20","7.22M","3.03%"
"07/29/2022","4.23","4.38","4.39","4.21","5.37M","-3.38%"
"07/28/2022","4.38","4.24","4.39","4.16","6.21M","2.78%"
"07/27/2022","4.26","3.94","4.28","3.82","13.45M","6.40%"
"07/26/2022","4.01","4.24","4.24","4.01","4.57M","-5.14%"
"07/25/2022","4.22","4.16","4.28","4.13","5.74M","1.18%"
"07/22/2022","4.17","4.14","4.21","4.08","4.70M","0.71%"
"07/21/2022","4.14","4.14","4.19","4.11","5.55M","-0.47%"
"07/20/2022","4.16","4.07","4.24","4.05","6.23M","1.93%"
"07/19/2022","4.08","4.08","4.12","4.01","3.55M","0.24%"
"07/18/2022","4.07","4.28","4.31","4.06","6.13M","-5.06%"
"07/15/2022","4.29","4.05","4.34","4.00","33.22M","6.62%"
"07/14/2022","4.03","3.91","4.08","3.89","5.45M","1.75%"
"07/13/2022","3.96","3.74","4.00","3.71","8.98M","4.97%"
"07/12/2022","3.77","3.71","3.80","3.63","7.41M","1.87%"
"07/11/2022","3.70","3.68","3.75","3.58","5.90M","-0.53%"
"07/08/2022","3.72","3.59","3.72","3.58","5.58M","3.86%"
"07/07/2022","3.58","3.55","3.63","3.53","4.81M","1.68%"
"07/06/2022","3.52","3.40","3.54","3.35","5.85M","2.88%"
"07/05/2022","3.42","3.35","3.42","3.32","3.83M","1.46%"
"07/04/2022","3.37","3.34","3.41","3.33","2.50M","0.59%"
"07/01/2022","3.35","3.31","3.39","3.30","3.37M","0.59%"
"06/30/2022","3.33","3.23","3.35","3.17","7.65M","2.11%"
"06/29/2022","3.27","3.41","3.41","3.26","2.92M","-3.50%"
"06/28/2022","3.38","3.32","3.43","3.32","5.34M","2.69%"
"06/27/2022","3.30","3.30","3.37","3.21","7.08M","0.00%"
"06/24/2022","3.30","3.30","3.34","3.22","5.31M","0.91%"
"06/23/2022","3.27","3.27","3.34","3.23","6.15M","0.91%"
"06/22/2022","3.24","3.33","3.38","3.23","7.10M","-3.53%"
"06/21/2022","3.35","3.47","3.49","3.35","4.45M","-2.86%"
"06/20/2022","3.45","3.55","3.60","3.45","2.38M","-2.78%"
"06/17/2022","3.55","3.61","3.64","3.44","11.31M","-3.49%"
"06/15/2022","3.68","3.65","3.80","3.60","7.62M","2.47%"
"06/14/2022","3.59","3.69","3.70","3.53","6.68M","-2.15%"
"06/13/2022","3.67","3.95","3.97","3.67","6.08M","-8.37%"
"06/10/2022","4.01","4.13","4.13","4.00","3.86M","-3.10%"
"06/09/2022","4.13","4.07","4.14","4.03","3.85M","0.96%"
"06/08/2022","4.09","4.13","4.15","4.07","4.30M","-1.43%"
"06/07/2022","4.15","4.19","4.19","4.10","2.50M","-0.94%"
"06/06/2022","4.19","4.36","4.38","4.19","3.59M","-3.41%"
"06/03/2022","4.34","4.48","4.50","4.29","4.62M","-3.30%"
"06/02/2022","4.49","4.60","4.62","4.44","7.69M","-1.52%"
"06/01/2022","4.56","4.57","4.69","4.50","5.57M","0.00%"
"05/31/2022","4.56","4.69","4.73","4.56","7.45M","-2.53%"
"05/30/2022","4.68","4.66","4.76","4.66","2.64M","0.42%"
"05/27/2022","4.66","4.59","4.69","4.57","2.76M","0.43%"
"05/26/2022","4.64","4.60","4.78","4.57","7.04M","0.64%"
"05/25/2022","4.61","4.52","4.64","4.50","3.60M","1.08%"
"05/24/2022","4.56","4.56","4.58","4.45","2.23M","0.00%"
"05/23/2022","4.56","4.54","4.60","4.46","3.64M","1.09%"
"05/20/2022","4.51","4.45","4.53","4.38","4.15M","1.10%"
"05/19/2022","4.46","4.26","4.49","4.19","6.56M","4.21%"
"05/18/2022","4.28","4.58","4.58","4.28","5.44M","-6.55%"
"05/17/2022","4.58","4.70","4.83","4.53","5.11M","-1.72%"
"05/16/2022","4.66","4.70","4.70","4.55","8.36M","-0.85%"
"05/13/2022","4.70","4.70","4.73","4.59","6.67M","1.73%"
"05/12/2022","4.62","4.55","4.75","4.55","4.47M","-0.65%"
"05/11/2022","4.65","4.59","4.73","4.56","4.42M","0.00%"
"05/10/2022","4.65","4.45","4.77","4.43","13.61M","7.39%"
"05/09/2022","4.33","4.44","4.44","4.18","7.62M","-3.56%"
"05/06/2022","4.49","4.52","4.52","4.36","6.16M","-0.44%"
"05/05/2022","4.51","4.55","4.59","4.44","3.64M","-2.38%"
"05/04/2022","4.62","4.60","4.70","4.43","4.84M","0.00%"
"05/03/2022","4.62","4.58","4.68","4.51","4.61M","0.65%"
"05/02/2022","4.59","4.75","4.79","4.53","4.41M","-2.96%"
"04/29/2022","4.73","4.77","4.91","4.68","14.25M","0.64%"
"04/28/2022","4.70","4.62","4.76","4.56","5.59M","1.95%"
"04/27/2022","4.61","4.79","4.80","4.59","3.95M","-2.33%"
"04/26/2022","4.72","4.78","4.87","4.67","3.33M","-2.07%"
"04/25/2022","4.82","4.64","4.84","4.60","2.91M","2.55%"
"04/22/2022","4.70","4.75","4.78","4.64","2.34M","-2.69%"
"04/20/2022","4.83","4.83","4.98","4.81","2.10M","-0.41%"
"04/19/2022","4.85","4.80","4.87","4.73","1.50M","0.62%"
"04/18/2022","4.82","4.81","4.87","4.74","2.22M","0.42%"
"04/14/2022","4.80","4.92","4.94","4.79","5.56M","-2.44%"
"04/13/2022","4.92","4.99","5.04","4.91","2.72M","-0.61%"
"04/12/2022","4.95","5.08","5.15","4.92","2.57M","-1.79%"
"04/11/2022","5.04","5.08","5.10","4.97","3.81M","-1.37%"
"04/08/2022","5.11","5.20","5.22","5.07","1.62M","-2.11%"
"04/07/2022","5.22","5.19","5.25","5.12","3.12M","0.38%"
"04/06/2022","5.20","5.44","5.44","5.17","4.88M","-4.41%"
"04/05/2022","5.44","5.50","5.62","5.39","3.34M","-1.27%"
"04/04/2022","5.51","5.60","5.64","5.46","2.81M","-1.25%"
"04/01/2022","5.58","5.40","5.59","5.36","4.53M","4.49%"
"03/31/2022","5.34","5.39","5.51","5.33","7.34M","-1.29%"
"03/30/2022","5.41","5.53","5.53","5.37","3.74M","-1.64%"
"03/29/2022","5.50","5.34","5.55","5.31","6.32M","4.56%"
"03/28/2022","5.26","5.25","5.33","5.17","4.31M","0.96%"
"03/25/2022","5.21","5.13","5.27","5.02","5.94M","1.96%"
"03/24/2022","5.11","5.06","5.14","5.03","3.58M","2.20%"
"03/23/2022","5.00","4.93","5.10","4.83","6.85M","1.01%"
"03/22/2022","4.95","4.84","5.00","4.79","15.88M","2.48%"
"03/21/2022","4.83","4.90","4.90","4.69","4.73M","-1.23%"
"03/18/2022","4.89","4.49","4.91","4.48","10.48M","8.19%"
"03/17/2022","4.52","4.43","4.53","4.31","7.58M","1.80%"
"03/16/2022","4.44","4.34","4.61","4.23","25.15M","3.74%"
"03/15/2022","4.28","4.40","4.40","4.17","11.76M","-3.17%"
"03/14/2022","4.42","4.75","4.75","4.34","10.14M","-5.15%"
"03/11/2022","4.66","5.44","5.44","4.56","26.41M","-13.70%"
"03/10/2022","5.40","5.46","5.50","5.31","4.71M","-0.55%"
"03/09/2022","5.43","5.30","5.47","5.23","4.33M","3.63%"
"03/08/2022","5.24","5.38","5.38","5.09","6.34M","-1.32%"
"03/07/2022","5.31","5.65","5.71","5.26","6.18M","-7.01%"
"03/04/2022","5.71","5.83","5.91","5.62","5.90M","-2.89%"
"03/03/2022","5.88","5.85","5.94","5.81","5.96M","0.51%"
"03/02/2022","5.85","5.88","5.95","5.81","2.91M","-1.85%"
"02/25/2022","5.96","5.82","5.96","5.69","10.04M","1.53%"
"02/24/2022","5.87","5.65","5.90","5.50","5.27M","-0.51%"
"02/23/2022","5.90","5.76","5.98","5.76","4.54M","2.43%"
"02/22/2022","5.76","5.78","5.94","5.71","4.01M","0.52%"
"02/21/2022","5.73","5.89","5.89","5.71","1.32M","-2.39%"
"02/18/2022","5.87","5.98","5.98","5.80","2.48M","-0.84%"
"02/17/2022","5.92","5.94","5.99","5.84","2.79M","-0.50%"
"02/16/2022","5.95","5.86","6.03","5.82","3.84M","1.71%"
"02/15/2022","5.85","5.77","5.87","5.73","2.64M","1.56%"
"02/14/2022","5.76","5.63","5.80","5.62","2.21M","2.31%"
"02/11/2022","5.63","5.81","5.81","5.59","5.51M","-2.60%"
"02/10/2022","5.78","5.70","5.78","5.65","2.81M","1.94%"
"02/09/2022","5.67","5.66","5.78","5.64","2.62M","0.35%"
"02/08/2022","5.65","5.63","5.71","5.56","3.03M","0.18%"
"02/07/2022","5.64","5.71","5.78","5.60","3.20M","-1.05%"
"02/04/2022","5.70","5.62","5.71","5.51","5.33M","1.06%"
"02/03/2022","5.64","5.93","5.99","5.60","13.84M","-4.73%"
"02/02/2022","5.92","6.03","6.09","5.87","3.73M","-1.82%"
"02/01/2022","6.03","6.09","6.16","6.01","2.12M","-1.31%"
"01/31/2022","6.11","6.23","6.26","6.04","10.38M","-2.08%"
"01/28/2022","6.24","6.14","6.25","6.09","2.94M","1.30%"
"01/27/2022","6.16","6.05","6.19","6.01","3.48M","2.84%"
"01/26/2022","5.99","5.96","6.14","5.90","5.79M","0.67%"
"01/25/2022","5.95","5.88","5.95","5.79","3.45M","0.17%"
"01/24/2022","5.94","5.89","6.00","5.72","4.51M","0.51%"
"01/21/2022","5.91","5.84","6.01","5.79","2.68M","0.68%"
"01/20/2022","5.87","5.65","5.90","5.60","4.32M","3.89%"
"01/19/2022","5.65","5.58","5.73","5.58","3.17M","1.80%"
"01/18/2022","5.55","5.62","5.64","5.51","3.83M","-1.25%"
"01/17/2022","5.62","5.71","5.74","5.59","2.60M","-2.43%"
"01/14/2022","5.76","5.85","5.88","5.70","2.73M","-1.54%"
"01/13/2022","5.85","5.78","5.85","5.70","3.29M","1.21%"
"01/12/2022","5.78","5.66","5.79","5.60","2.34M","2.66%"
"01/11/2022","5.63","5.52","5.66","5.46","2.99M","1.99%"
"01/10/2022","5.52","5.70","5.70","5.46","4.02M","-3.16%"
"01/07/2022","5.70","5.65","5.83","5.58","4.31M","0.18%"
"01/06/2022","5.69","5.72","5.83","5.58","3.20M","0.35%"
"01/05/2022","5.67","5.82","5.87","5.67","2.52M","-2.58%"
"01/04/2022","5.82","5.85","5.88","5.74","4.24M","0.17%"
"01/03/2022","5.81","6.08","6.08","5.76","3.09M","-3.65%"
"12/30/2021","6.03","5.97","6.12","5.94","3.69M","1.01%"
"12/29/2021","5.97","6.05","6.07","5.92","2.00M","-1.49%"
"12/28/2021","6.06","6.12","6.13","6.04","1.94M","-0.66%"
"12/27/2021","6.10","5.98","6.10","5.94","2.75M","2.18%"
"12/23/2021","5.97","6.03","6.07","5.93","1.62M","-1.00%"
"12/22/2021","6.03","5.98","6.05","5.90","5.42M","-0.33%"
"12/21/2021","6.05","6.15","6.18","5.94","2.67M","-1.31%"
"12/20/2021","6.13","6.18","6.26","6.01","6.90M","-3.46%"
"12/17/2021","6.35","6.01","6.36","5.97","12.38M","4.27%"
"12/16/2021","6.09","6.13","6.19","6.04","4.01M","-0.49%"
"12/15/2021","6.12","6.19","6.22","6.02","3.49M","-0.97%"
"12/14/2021","6.18","6.15","6.22","6.02","3.36M","1.48%"
"12/13/2021","6.09","6.21","6.24","6.08","2.90M","-1.14%"
"12/10/2021","6.16","6.13","6.22","6.05","3.30M","1.65%"
"12/09/2021","6.06","6.25","6.26","6.04","1.99M","-3.81%"
"12/08/2021","6.30","6.29","6.41","6.22","4.59M","0.16%"
"12/07/2021","6.29","6.20","6.35","6.15","6.31M","3.11%"
"12/06/2021","6.10","5.95","6.20","5.90","8.76M","3.57%"
"12/03/2021","5.89","5.81","5.97","5.79","6.80M","2.43%"
"12/02/2021","5.75","5.72","5.80","5.58","6.84M","1.05%"
"12/01/2021","5.69","5.92","5.92","5.63","5.87M","-2.90%"
"11/30/2021","5.86","5.99","5.99","5.75","6.26M","-1.84%"
"11/29/2021","5.97","6.16","6.16","5.94","5.35M","-1.49%"
"11/26/2021","6.06","6.10","6.18","6.01","3.61M","-3.04%"
"11/25/2021","6.25","6.24","6.32","6.20","4.00M","0.16%"
"11/24/2021","6.24","6.31","6.39","6.19","6.42M","-2.19%"
"11/23/2021","6.38","6.44","6.45","6.22","5.70M","-0.47%"
"11/22/2021","6.41","6.64","6.64","6.41","4.04M","-2.88%"
"11/19/2021","6.60","6.71","6.81","6.59","4.15M","-1.05%"
"11/18/2021","6.67","6.70","6.83","6.63","3.65M","0.15%"
"11/17/2021","6.66","6.89","6.95","6.63","3.38M","-2.77%"
"11/16/2021","6.85","7.25","7.25","6.83","3.37M","-4.60%"
"11/12/2021","7.18","7.30","7.43","7.08","4.97M","-2.45%"
"11/11/2021","7.36","7.30","7.39","7.22","1.90M","1.94%"
"11/10/2021","7.22","7.20","7.33","7.17","2.99M","0.14%"
"11/09/2021","7.21","7.23","7.23","7.10","4.58M","0.56%"
"11/08/2021","7.17","7.15","7.22","7.08","3.26M","-0.28%"
"11/05/2021","7.19","7.19","7.26","7.06","5.41M","0.70%"
"11/04/2021","7.14","7.25","7.35","7.10","5.35M","-1.52%"
"11/03/2021","7.25","7.15","7.36","7.08","4.83M","0.28%"
"11/01/2021","7.23","7.18","7.23","7.03","3.15M","1.40%"
"10/29/2021","7.13","7.26","7.36","7.11","4.53M","-1.93%"
"10/28/2021","7.27","7.37","7.43","7.22","7.39M","-2.42%"
"10/27/2021","7.45","7.55","7.68","7.38","7.51M","-0.93%"
"10/26/2021","7.52","7.64","7.70","7.47","3.45M","-2.34%"
"10/25/2021","7.70","7.72","7.80","7.60","7.00M","0.39%"
"10/22/2021","7.67","7.87","7.89","7.46","7.05M","-3.52%"
"10/21/2021","7.95","8.01","8.09","7.78","6.70M","-2.33%"
"10/20/2021","8.14","8.05","8.18","7.98","6.89M","2.01%"
"10/19/2021","7.98","8.15","8.20","7.94","6.80M","-2.09%"
"10/18/2021","8.15","8.28","8.28","8.07","6.34M","-1.57%"
"10/15/2021","8.28","8.00","8.35","7.95","9.50M","3.63%"
"10/14/2021","7.99","8.09","8.09","7.91","3.39M","0.00%"
"10/13/2021","7.99","7.82","8.14","7.81","5.06M","2.04%"
"10/11/2021","7.83","7.96","8.03","7.79","4.12M","-1.76%"
"10/08/2021","7.97","7.90","8.05","7.87","6.44M","1.53%"
"10/07/2021","7.85","7.81","7.95","7.72","5.04M","0.77%"
"10/06/2021","7.79","7.59","7.84","7.50","7.45M","1.30%"
"10/05/2021","7.69","7.47","7.81","7.41","10.53M","3.36%"
"10/04/2021","7.44","7.62","7.62","7.38","4.01M","-2.62%"
"10/01/2021","7.64","7.54","7.66","7.52","6.39M","0.26%"
"09/30/2021","7.62","7.35","7.72","7.34","13.36M","4.38%"
"09/29/2021","7.30","7.01","7.38","6.92","16.54M","6.57%"
"09/28/2021","6.85","7.06","7.06","6.84","5.01M","-3.39%"
"09/27/2021","7.09","7.17","7.17","7.00","3.81M","-1.12%"
"09/24/2021","7.17","7.19","7.24","7.06","3.17M","-0.97%"
"09/23/2021","7.24","7.08","7.25","7.06","6.08M","2.26%"
"09/22/2021","7.08","7.06","7.12","6.91","5.73M","0.57%"
"09/21/2021","7.04","6.65","7.04","6.65","14.46M","6.34%"
"09/20/2021","6.62","6.60","6.69","6.50","7.51M","-1.34%"
"09/17/2021","6.71","6.63","6.71","6.51","8.20M","0.75%"
"09/16/2021","6.66","6.78","6.80","6.62","3.95M","-1.77%"
"09/15/2021","6.78","6.72","6.78","6.61","2.82M","1.04%"
"09/14/2021","6.71","6.90","6.93","6.68","4.51M","-2.04%"
"09/13/2021","6.85","6.89","6.92","6.76","3.76M","0.74%"
"09/10/2021","6.80","6.81","6.96","6.70","3.98M","0.89%"
"09/09/2021","6.74","6.67","6.79","6.56","4.78M","1.05%"
"09/08/2021","6.67","6.82","6.85","6.64","3.76M","-2.77%"
"09/06/2021","6.86","6.97","7.03","6.86","4.08M","-1.72%"
"09/03/2021","6.98","7.04","7.05","6.91","1.81M","-0.43%"
"09/02/2021","7.01","7.08","7.13","6.98","6.02M","-0.99%"
"09/01/2021","7.08","7.19","7.21","7.08","3.84M","-0.70%"
"08/31/2021","7.13","7.46","7.49","7.13","6.40M","-4.30%"
"08/30/2021","7.45","7.46","7.52","7.37","1.84M","-0.40%"
"08/27/2021","7.48","7.52","7.55","7.43","2.44M","-0.53%"
"08/26/2021","7.52","7.69","7.69","7.52","2.77M","-1.96%"
"08/25/2021","7.67","7.68","7.71","7.60","5.33M","-0.13%"
"08/24/2021","7.68","7.71","7.75","7.59","2.74M","0.92%"
"08/23/2021","7.61","7.60","7.77","7.53","4.31M","0.00%"
"08/20/2021","7.61","7.34","7.67","7.33","20.21M","2.28%"
"08/19/2021","7.44","6.93","7.44","6.92","5.14M","6.29%"
"08/18/2021","7.00","7.06","7.07","6.90","5.43M","-0.43%"
"08/17/2021","7.03","6.95","7.07","6.83","8.50M","0.72%"
"08/16/2021","6.98","7.15","7.17","6.95","5.82M","-2.38%"
"08/13/2021","7.15","7.39","7.41","7.09","4.83M","-2.99%"
"08/12/2021","7.37","7.36","7.42","7.29","1.85M","-0.54%"
"08/11/2021","7.41","7.38","7.44","7.28","2.43M","0.41%"
"08/10/2021","7.38","7.30","7.42","7.25","2.92M","1.10%"
"08/09/2021","7.30","7.37","7.48","7.30","2.94M","-1.22%"
"08/06/2021","7.39","7.48","7.54","7.36","8.27M","-1.20%"
"08/05/2021","7.48","7.56","7.61","7.38","3.97M","-1.06%"
"08/04/2021","7.56","7.10","7.56","7.07","7.59M","5.73%"
"08/03/2021","7.15","7.24","7.24","6.98","9.37M","-0.69%"
"08/02/2021","7.20","7.25","7.26","7.16","5.56M","0.42%"
"07/30/2021","7.17","7.44","7.44","7.15","5.25M","-3.50%"
"07/29/2021","7.43","7.48","7.51","7.30","4.81M","-0.27%"
"07/28/2021","7.45","7.59","7.59","7.38","5.76M","-1.84%"
"07/27/2021","7.59","7.57","7.61","7.47","2.49M","0.13%"
"07/26/2021","7.58","7.80","7.80","7.58","2.95M","-2.82%"
"07/23/2021","7.80","7.80","7.80","7.65","2.52M","0.00%"
"07/22/2021","7.80","7.76","7.91","7.66","4.29M","0.26%"
"07/21/2021","7.78","7.66","7.78","7.57","4.30M","1.57%"
"07/20/2021","7.66","7.53","7.66","7.48","2.95M","1.86%"
"07/19/2021","7.52","7.54","7.59","7.45","2.83M","-1.05%"
"07/16/2021","7.60","7.75","7.77","7.60","3.17M","-1.68%"
"07/15/2021","7.73","7.67","7.76","7.62","3.29M","0.91%"
"07/14/2021","7.66","7.64","7.67","7.56","4.45M","0.79%"
"07/13/2021","7.60","7.45","7.65","7.44","6.61M","1.88%"
"07/12/2021","7.46","7.52","7.55","7.38","6.29M","-0.40%"
"07/08/2021","7.49","7.40","7.49","7.38","4.02M","0.00%"
"07/07/2021","7.49","7.53","7.58","7.42","5.78M","-0.53%"
"07/06/2021","7.53","7.58","7.60","7.40","5.91M","-0.92%"
"07/05/2021","7.60","7.76","7.76","7.51","6.04M","-2.06%"
"07/02/2021","7.76","7.80","7.84","7.65","5.94M","-0.39%"
"07/01/2021","7.79","7.94","7.97","7.70","6.62M","-1.64%"
"06/30/2021","7.92","7.91","7.92","7.77","4.65M","0.00%"
"06/29/2021","7.92","7.82","7.92","7.70","1.93M","1.80%"
"06/28/2021","7.78","7.81","7.86","7.69","4.83M","-0.38%"
"06/25/2021","7.81","8.07","8.07","7.81","3.84M","-3.10%"
"06/24/2021","8.06","8.01","8.06","7.91","3.15M","0.62%"
"06/23/2021","8.01","7.92","8.09","7.90","2.50M","0.50%"
"06/22/2021","7.97","7.84","7.97","7.76","2.04M","1.53%"
"06/21/2021","7.85","7.73","7.85","7.69","3.80M","3.02%"
"06/18/2021","7.62","7.84","8.03","7.62","19.07M","-2.68%"
"06/17/2021","7.83","7.92","7.92","7.75","3.53M","-0.76%"
"06/16/2021","7.89","7.89","7.94","7.84","2.53M","0.13%"
"06/15/2021","7.88","7.90","7.99","7.84","2.62M","0.00%"
"06/14/2021","7.88","8.04","8.04","7.88","5.99M","-1.38%"
"06/11/2021","7.99","8.02","8.09","7.93","1.85M","-0.50%"
"06/10/2021","8.03","7.94","8.06","7.92","2.34M","1.39%"
"06/09/2021","7.92","7.93","7.95","7.88","1.63M","-0.13%"
"06/08/2021","7.93","7.95","8.01","7.85","3.64M","0.13%"
"06/07/2021","7.92","8.05","8.15","7.87","7.55M","-1.37%"
"06/04/2021","8.03","8.10","8.20","8.01","4.93M","-0.74%"
"06/02/2021","8.09","8.20","8.25","7.96","4.43M","-1.34%"
"06/01/2021","8.20","8.17","8.28","8.09","2.90M","0.61%"
"05/31/2021","8.15","8.10","8.16","7.98","1.94M","0.62%"
"05/28/2021","8.10","8.12","8.17","8.03","2.67M","0.00%"
"05/27/2021","8.10","7.95","8.20","7.94","13.47M","2.27%"
"05/26/2021","7.92","8.03","8.13","7.87","3.19M","-0.88%"
"05/25/2021","7.99","7.96","8.08","7.94","3.69M","0.88%"
"05/24/2021","7.92","7.78","8.00","7.76","3.99M","1.54%"
"05/21/2021","7.80","7.65","7.80","7.59","3.54M","2.09%"
"05/20/2021","7.64","7.70","7.73","7.55","4.60M","-0.65%"
"05/19/2021","7.69","7.66","7.74","7.63","1.64M","-0.13%"
"05/18/2021","7.70","7.82","7.85","7.70","2.10M","-0.90%"
"05/17/2021","7.77","7.83","7.89","7.76","2.81M","-0.89%"
"05/14/2021","7.84","7.76","7.84","7.66","3.35M","2.89%"
"05/13/2021","7.62","7.50","7.66","7.49","4.15M","2.42%"
"05/12/2021","7.44","7.67","7.73","7.40","5.38M","-3.12%"
"05/11/2021","7.68","7.76","7.79","7.63","4.15M","-1.79%"
"05/10/2021","7.82","7.85","7.95","7.73","3.84M","-0.26%"
"05/07/2021","7.84","7.82","7.88","7.72","5.68M","0.77%"
"05/06/2021","7.78","8.07","8.07","7.67","6.82M","-3.23%"
"05/05/2021","8.04","8.08","8.17","8.00","2.31M","-0.12%"
"05/04/2021","8.05","8.10","8.17","7.95","4.02M","-0.49%"
"05/03/2021","8.09","8.15","8.19","8.01","7.06M","-0.74%"
"04/30/2021","8.15","8.00","8.15","7.96","7.21M","1.87%"
"04/29/2021","8.00","7.88","8.03","7.80","2.94M","2.56%"
"04/28/2021","7.80","7.85","7.96","7.78","3.18M","-0.13%"
"04/27/2021","7.81","7.79","7.87","7.71","2.59M","0.26%"
"04/26/2021","7.79","7.91","7.94","7.76","4.70M","-1.39%"
"04/23/2021","7.90","7.75","7.92","7.69","4.39M","2.46%"
"04/22/2021","7.71","7.95","7.98","7.71","4.71M","-3.02%"
"04/20/2021","7.95","7.78","7.95","7.76","2.87M","1.92%"
"04/19/2021","7.80","7.79","7.85","7.67","3.23M","0.00%"
"04/16/2021","7.80","7.71","7.86","7.56","8.75M","-0.13%"
"04/15/2021","7.81","8.05","8.12","7.81","7.83M","-2.74%"
"04/14/2021","8.03","8.28","8.33","8.03","3.98M","-3.14%"
"04/13/2021","8.29","8.30","8.35","8.23","5.89M","-0.12%"
"04/12/2021","8.30","8.25","8.43","8.13","3.25M","1.72%"
"04/09/2021","8.16","8.37","8.37","8.08","4.10M","-2.74%"
"04/08/2021","8.39","8.30","8.49","8.20","4.22M","1.70%"
"04/07/2021","8.25","8.66","8.68","8.25","6.81M","-4.62%"
"04/06/2021","8.65","8.58","8.72","8.49","4.25M","0.46%"
"04/05/2021","8.61","8.50","8.61","8.40","3.15M","3.24%"
"04/01/2021","8.34","8.28","8.49","8.16","5.69M","1.71%"
"03/31/2021","8.20","7.88","8.20","7.75","6.89M","4.06%"
"03/30/2021","7.88","7.54","7.88","7.50","4.43M","4.37%"
"03/29/2021","7.55","7.76","7.76","7.46","5.11M","-2.58%"
"03/26/2021","7.75","7.91","8.04","7.60","5.53M","-2.02%"
"03/25/2021","7.91","7.61","8.00","7.42","10.54M","8.50%"
"03/24/2021","7.29","7.45","7.54","7.20","5.30M","-2.80%"
"03/23/2021","7.50","7.33","7.56","7.32","3.46M","2.04%"
"03/22/2021","7.35","7.48","7.58","7.35","2.46M","-2.13%"
"03/19/2021","7.51","7.39","7.51","7.23","4.13M","2.18%"
"03/18/2021","7.35","7.51","7.53","7.27","2.40M","-2.13%"
"03/17/2021","7.51","7.49","7.56","7.41","1.58M","0.13%"
"03/16/2021","7.50","7.50","7.58","7.35","3.52M","0.13%"
"03/15/2021","7.49","7.61","7.68","7.38","3.31M","-2.60%"
"03/12/2021","7.69","7.55","7.69","7.35","4.04M","1.59%"
"03/11/2021","7.57","7.38","7.65","7.27","3.90M","3.84%"
"03/10/2021","7.29","7.54","7.60","7.17","6.85M","-1.75%"
"03/09/2021","7.42","7.62","7.78","7.40","6.21M","-1.33%"
"03/08/2021","7.52","8.13","8.14","7.40","5.12M","-9.51%"
"03/05/2021","8.31","7.81","8.39","7.39","13.08M","6.54%"
"03/04/2021","7.80","7.90","7.98","7.69","2.66M","-0.89%"
"03/03/2021","7.87","7.98","7.98","7.64","7.83M","-1.38%"
"03/02/2021","7.98","7.80","7.98","7.58","2.48M","2.31%"
"03/01/2021","7.80","8.00","8.09","7.80","2.17M","-1.52%"
"02/26/2021","7.92","8.33","8.35","7.92","2.83M","-4.81%"
"02/25/2021","8.32","8.40","8.40","8.12","2.40M","-0.95%"
"02/24/2021","8.40","8.50","8.51","8.26","1.60M","-1.18%"
"02/23/2021","8.50","8.35","8.54","8.30","2.38M","2.16%"
"02/22/2021","8.32","8.23","8.46","8.04","3.21M","-0.36%"
"02/19/2021","8.35","8.40","8.48","8.30","2.40M","-0.71%"
"02/18/2021","8.41","8.42","8.49","8.30","2.28M","0.00%"
"02/17/2021","8.41","8.60","8.64","8.36","1.46M","-1.75%"
"02/12/2021","8.56","8.49","8.56","8.42","1.14M","0.82%"
"02/11/2021","8.49","8.26","8.55","8.26","2.26M","2.91%"
"02/10/2021","8.25","8.35","8.41","8.20","1.98M","-1.67%"
"02/09/2021","8.39","8.32","8.39","8.22","2.57M","0.72%"
"02/08/2021","8.33","8.56","8.57","8.23","2.49M","-2.69%"
"02/05/2021","8.56","8.64","8.70","8.47","2.28M","-0.58%"
"02/04/2021","8.61","8.46","8.68","8.35","3.36M","2.62%"
"02/03/2021","8.39","8.38","8.50","8.38","3.38M","0.36%"
"02/02/2021","8.36","8.49","8.63","8.36","4.28M","-0.83%"
"02/01/2021","8.43","8.55","8.56","8.31","2.42M","0.00%"
"01/29/2021","8.43","8.64","8.64","8.43","3.85M","-2.99%"
"01/28/2021","8.69","8.70","8.75","8.57","3.95M","-0.11%"
"01/27/2021","8.70","8.93","8.94","8.60","3.46M","-2.90%"
"01/26/2021","8.96","8.89","9.00","8.76","2.56M","0.90%"
"01/22/2021","8.88","8.63","8.90","8.50","2.20M","1.95%"
"01/21/2021","8.71","8.87","8.95","8.60","1.70M","-1.80%"
"01/20/2021","8.87","8.94","9.00","8.81","3.65M","-0.45%"
